created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status_id,quoted_status_id_str,possibly_sensitive,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,quoted_status.user.entities.url.urls
Tue Mar 07 23:27:24 +0000 2023,1633248008329392128,1633248008329392128,"Enzo: “Who do you want in the last 8 Kai”

Last 8
Chelsea

“Nicer tie”
- Benfica
- Spurs or Milan
- Inter or Porto

Toughest ties 
- PSG or Bayern
- Man City or Leipzig
- Napoli or Frankfurt
- Real Madrid or Liverpool https://t.co/4nTsx4pRfR",False,"[0, 217]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,3,28,False,False,en,en,recent,281654323,281654323,Alexis’ Kavkas View 🇦🇿🇬🇪,AlexisIsKavkas,London ,YouTube & Podcast Content Creator - • The Kavkas View 25K Subscribers 🎥 Catch Me Religiously Opining On Football ⚽️,https://t.co/OtVgdUQvlQ,[],False,3079,409,20,Wed Apr 13 18:08:33 +0000 2011,34795,,,True,False,75334,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1578776438588809217/XGYF5uiH_normal.jpg,https://pbs.twimg.com/profile_images/1578776438588809217/XGYF5uiH_normal.jpg,https://pbs.twimg.com/profile_banners/281654323/1609497239,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/OtVgdUQvlQ', 'expanded_url': 'https://linktr.ee/alexiskavkas', 'display_url': 'linktr.ee/alexiskavkas', 'indices': [0, 23]}]",,,,,,,,,,,,
Tue Mar 07 23:24:00 +0000 2023,1633247154381950976,1633247154381950976,"Ex-Inter Milan Defender Fabio Galante: “Sad To See Skriniar Go, Inter Shouldn’t Regret Failing To Sign Bremer” #ForzaInter #Internisti #Nerazzuri #Internazionale https://t.co/Xv9Ah8apT2",False,"[0, 185]","<a href=""https://socialbee.com/"" rel=""nofollow"">SocialBee</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,355447677,355447677,Inter Milan Fans,InterMilanNow,,Latest Inter Milan News & Blogs. This is a fan page and NOT linked to official club #Internisti #Nerazzuri #Internazionale #ForzaInter #Inter #InterMilan,,[],False,13927,4893,78,Mon Aug 15 11:10:54 +0000 2011,44,,,False,False,59276,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/920839723966283778/DSrfXSy5_normal.jpg,https://pbs.twimg.com/profile_images/920839723966283778/DSrfXSy5_normal.jpg,https://pbs.twimg.com/profile_banners/355447677/1418727255,1380D9,024482,FFFFFF,000000,False,False,False,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:23:57 +0000 2023,1633247141043863555,1633247141043863555,"@SerMM91 Let me educate you. Arsenal's top 5 would be.

1. First English team to win at Bernabau
2. Beating Peps Barca 2-1
3. Beating Inter Milan away 5-1
4. First English team to beat Dortmund away (Big LOL)
5. Beating AC Milan away 2-0 

Keep Arsenal out of your RAT mouth. Clear?",False,"[9, 282]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332301806247854e+18,1633230180624785410,8.437963203431997e+17,843796320343199744,SerMM91,,,,,False,0,2,False,False,en,en,recent,1589675104245538822,1589675104245538822,Photon 🏴󠁧󠁢󠁥󠁮󠁧󠁿🌹,AngloFyrd848,England,"Tweets to the point. Wanderer. Nature lover. Passionately English. Civic minded. Fed up sports fan. 

#AFC ⚽️ #ENG 🏉🏏",,[],False,105,674,8,Mon Nov 07 17:44:19 +0000 2022,3206,,,False,False,4367,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1603203720027701248/ntxst6ra_normal.jpg,https://pbs.twimg.com/profile_images/1603203720027701248/ntxst6ra_normal.jpg,https://pbs.twimg.com/profile_banners/1589675104245538822/1671068528,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:23:24 +0000 2023,1633247004166877185,1633247004166877185,"Honest opinion:
1. Madrid
2. Barca
3. Bayern
4. Milan
5. Liverpool
6. United
7. Juve
8. Inter
9. Chelsea
10. Arsenal https://t.co/YM975UW0km",False,"[0, 116]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,0,0,False,False,en,en,recent,1373936144807829505,1373936144807829505,ForzaMilan,ForzaMilan_Kobe,,FORZA MILAN 🔴⚫️ | Mamba4Ever🐍❤️ | Vamos Argentina 🇦🇷💙 | #LakeShow 🟣🟡 | NC State alum🐺| Vamos Rafa 🎾 | main account @alfadhil_aa 🇴🇲,,[],False,132,413,3,Mon Mar 22 09:54:49 +0000 2021,22236,,,True,False,4334,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1430836435398152193/MPqYHpaA_normal.jpg,https://pbs.twimg.com/profile_images/1430836435398152193/MPqYHpaA_normal.jpg,https://pbs.twimg.com/profile_banners/1373936144807829505/1625973861,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],1.632818489340711e+18,1632818489340710912,False,Mon Mar 06 19:00:38 +0000 2023,1.632818489340711e+18,1632818489340710912,Rank these clubs from biggest to smallest https://t.co/jFzAijsL5F,False,"[0, 41]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.5477872981247058e+18,1547787298124705792,Hamood,sushiniesta,,@visselkobe | parody account,,[],False,2889.0,492.0,8.0,Fri Jul 15 03:37:15 +0000 2022,8950.0,,,False,False,3846.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630674952226570242/ITIX3I-S_normal.jpg,https://pbs.twimg.com/profile_images/1630674952226570242/ITIX3I-S_normal.jpg,https://pbs.twimg.com/profile_banners/1547787298124705792/1677609977,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,17.0,466.0,False,False,False,en,,01c7ed8caf11e8b2,https://api.twitter.com/1.1/geo/id/01c7ed8caf11e8b2.json,city,Kensington,"Kensington, London",GB,United Kingdom,[],Polygon,"[[[-0.2285894, 51.4772246], [-0.1497908, 51.4772246], [-0.1497908, 51.5303477], [-0.2285894, 51.5303477]]]",1.6332470041668772e+18,
Tue Mar 07 23:21:28 +0000 2023,1633246518672076801,1633246518672076801,"Pioli didn't lose a match against the top 6 last season except 1 against Napoli, the best defense, and even without the error of radu, give them 1 more point inter will still be second, so it was the  miracle of pioli actually. https://t.co/zzCE60VsU9",False,"[0, 227]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,True,0,0,False,False,en,en,recent,751881567971250176,751881567971250176,Amr Assaf,Milan_Assaf,Amman,𓂆 نحن لا نتمنى تحقيق ميلان للبطولات .. نحن نتمنى للبطولات أن يحققها ميلان ❤️🖤,,[],False,468,1573,1,Sat Jul 09 20:51:49 +0000 2016,27543,,,True,False,11632,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1540757118491525121/S4u0OBDH_normal.jpg,https://pbs.twimg.com/profile_images/1540757118491525121/S4u0OBDH_normal.jpg,https://pbs.twimg.com/profile_banners/751881567971250176/1672048918,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],1.633106461831078e+18,1633106461831077888,False,Tue Mar 07 14:04:56 +0000 2023,1.633106461831078e+18,1633106461831077888,"Quality wise we were definitely a title contender so it’a not like Pioli made us overperform or anything, our scudetto win is mostly a miracle because of the games and not the quality we had. Radu’s error against Bologna, our laat minute goal against Lazio etc…",False,"[0, 261]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633105852977537e+18,1633105852977537027,1.452234392781443e+18,1452234392781443072,Rossonero98x,1.452234392781443e+18,1452234392781443072,Nick,Rossonero98x,,24 | INTJ,,[],False,276.0,597.0,2.0,Sun Oct 24 11:24:04 +0000 2021,10321.0,,,False,False,11701.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1628588519777083394/pJ8vTHBZ_normal.jpg,https://pbs.twimg.com/profile_images/1628588519777083394/pJ8vTHBZ_normal.jpg,https://pbs.twimg.com/profile_banners/1452234392781443072/1677160589,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,2.0,7.0,False,False,,en,,,,,,,,,,,,,
Tue Mar 07 23:19:52 +0000 2023,1633246115557416960,1633246115557416960,"@_CfcLouis I'll take who ever wins between Tottenham and ac Milan or inter Milan

Benfica na cultist 😂😂😂",False,"[11, 104]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.633237279400403e+18,1633237279400402945,1.5507225562646979e+18,1550722556264697856,_CfcLouis,,,,,False,0,0,False,False,en,en,recent,1552444411593777153,1552444411593777153,clever baby 🥰,cleverbabyy,,believe in yourself 🥰,,[],False,289,76,0,Thu Jul 28 00:03:07 +0000 2022,12386,,,False,False,1963,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1623235317028323328/q6G_w5gq_normal.jpg,https://pbs.twimg.com/profile_images/1623235317028323328/q6G_w5gq_normal.jpg,https://pbs.twimg.com/profile_banners/1552444411593777153/1675627019,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:17:14 +0000 2023,1633245452962349063,1633245452962349063,"Real Madrid
Liverpool
Bayern
Barcelona
Milan
Manchester United
Juventus
Inter
Chelsea
Arsenal https://t.co/UWhr0K4g0x",False,"[0, 93]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,True,0,0,False,False,en,en,recent,400773299,400773299,Juan Ceballos 🇦🇷🥇🏆🇳🇱🇬🇪,juance918,"Dónde no hay nadie, mas allá ","El mundo sigue siendo el mismo, solo que ya no queda nada en él.",,[],False,81,150,1,Sat Oct 29 15:09:44 +0000 2011,3515,,,False,False,26731,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1499899871628865543/EYSrPwUT_normal.jpg,https://pbs.twimg.com/profile_images/1499899871628865543/EYSrPwUT_normal.jpg,https://pbs.twimg.com/profile_banners/400773299/1626491188,1B95E0,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,[],1.632818489340711e+18,1632818489340710912,False,Mon Mar 06 19:00:38 +0000 2023,1.632818489340711e+18,1632818489340710912,Rank these clubs from biggest to smallest https://t.co/jFzAijsL5F,False,"[0, 41]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.5477872981247058e+18,1547787298124705792,Hamood,sushiniesta,,@visselkobe | parody account,,[],False,2889.0,492.0,8.0,Fri Jul 15 03:37:15 +0000 2022,8950.0,,,False,False,3846.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1630674952226570242/ITIX3I-S_normal.jpg,https://pbs.twimg.com/profile_images/1630674952226570242/ITIX3I-S_normal.jpg,https://pbs.twimg.com/profile_banners/1547787298124705792/1677609977,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,17.0,466.0,False,False,False,en,,,,,,,,,,,,,
Tue Mar 07 23:17:02 +0000 2023,1633245402123337729,1633245402123337729,"1990 was the last time I was in Milan inter railing, felt quite emotional to be back! https://t.co/0hKvYq9aYp",False,"[0, 85]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,2,False,False,en,en,recent,1444549661465976836,1444549661465976836,Queenie - why not!,LizGibbons15,,"Pro European,Stokie,Educator and Business owner. Love family, my animals,food,wine , music and being nice to others! #FBPE #IstandwithUkraine",,[],False,6237,6479,2,Sun Oct 03 06:27:57 +0000 2021,23906,,,False,False,4052,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1582826609022799890/6xTqwzNR_normal.jpg,https://pbs.twimg.com/profile_images/1582826609022799890/6xTqwzNR_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:16:32 +0000 2023,1633245276780519444,1633245276780519444,"@JoaoFutTrader Who would you rather get next round? All the teams left look class tbf, mabye the winner of Milan Vs Tottenham? Or the winner of Inter Vs Porto?",False,"[15, 159]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6332439807489475e+18,1633243980748947459,1.352660563499823e+18,1352660563499823104,JoaoFutTrader,,,,,False,0,0,False,False,en,en,recent,1558329346342936577,1558329346342936577,🏳️‍🌈💙,EFC_Sadness,,"• Unofficial Everton fan page
• Huge Toffees supporter
• Season ticket holder Lower Gwladys",,[],False,109,402,0,Sat Aug 13 05:47:41 +0000 2022,6743,,,False,False,641,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1625239261782896658/TXakE36c_normal.jpg,https://pbs.twimg.com/profile_images/1625239261782896658/TXakE36c_normal.jpg,https://pbs.twimg.com/profile_banners/1558329346342936577/1663187075,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:14:26 +0000 2023,1633244747874684928,1633244747874684928,"Give us Milan, Inter or Benfica. A good draw and the likes of City/Bayern and Madrid being pitied uo against each other, and make no mistake we could be on the way to the finals. I believe again",False,"[0, 194]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,926007467904872448,926007467904872448,CFCSid ⭐⭐,trueblueshade10,,Asocial. TrueBlue. Stan.,,[],False,781,809,1,Thu Nov 02 08:45:59 +0000 2017,460663,,,False,False,34545,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1467458453127905280/RmkWHOT8_normal.jpg,https://pbs.twimg.com/profile_images/1467458453127905280/RmkWHOT8_normal.jpg,https://pbs.twimg.com/profile_banners/926007467904872448/1623830223,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:12:33 +0000 2023,1633244272831889409,1633244272831889409,"@Demxral the serie A has the worst title race in europe, inter are playing porto and milan are playing a spurs team that looks directionless. Napoli are a great team i give them that been one of the most fun teams across europe to watch, but the quality of the league is down",False,"[9, 275]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6332434347260723e+18,1633243434726072323,1.159266795729109e+18,1159266795729108994,Demxral,,,,,False,0,1,False,False,en,en,recent,794692428628275200,794692428628275200,chase 🐝,chvse__,USA,dortmund | michigan | usmnt | pistons | lions | kings,https://t.co/anPRFNKvNe,[],False,1428,262,7,Sat Nov 05 00:06:54 +0000 2016,75397,,,True,False,10642,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1621916709429956611/IsLr8JjF_normal.jpg,https://pbs.twimg.com/profile_images/1621916709429956611/IsLr8JjF_normal.jpg,https://pbs.twimg.com/profile_banners/794692428628275200/1675528996,ABB8C2,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/anPRFNKvNe', 'expanded_url': 'https://soundcloud.app.goo.gl/f2UuQ26BZoRHjTdq9', 'display_url': 'soundcloud.app.goo.gl/f2UuQ26BZoRHjT…', 'indices': [0, 23]}]",,,,,,,,,,,,
Tue Mar 07 23:10:49 +0000 2023,1633243836125270019,1633243836125270019,"AC Milan, Inter and Juventus are all in the race to snap up Roberto Firmino’s signature after he confirmed a couple of days ago his departure from @Liverpool at the end of the season | #LFC #transfers https://t.co/y970TMH4Bg",False,"[0, 200]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,en,en,recent,1565424293336473600,1565424293336473600,Football Alerts 🚨,Jake10533853,,"Football latest updates, Stats, Transfers and News Alerts 🚨",,[],False,4,110,0,Thu Sep 01 19:40:39 +0000 2022,165,,,False,False,151,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1633263443343036416/jHmjovrw_normal.jpg,https://pbs.twimg.com/profile_images/1633263443343036416/jHmjovrw_normal.jpg,https://pbs.twimg.com/profile_banners/1565424293336473600/1678235149,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:09:17 +0000 2023,1633243449083215872,1633243449083215872,@Rei_Eusebio1904 Inter / Chelsea / Tottenham ou Milan https://t.co/0HJeh08n5K,False,"[17, 53]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.633237103483003e+18,1633237103483002881,1.5444505530146243e+18,1544450553014624256,Rei_Eusebio1904,,,,,False,0,12,False,False,en,en,recent,1601644636866584577,1601644636866584577,Jorge,JorgeM1904,,@slbenfica,,[],False,137,280,0,Sat Dec 10 18:27:42 +0000 2022,6372,,,False,False,1258,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1633232939835092994/l8aKSDKh_normal.jpg,https://pbs.twimg.com/profile_images/1633232939835092994/l8aKSDKh_normal.jpg,https://pbs.twimg.com/profile_banners/1601644636866584577/1677368264,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:09:13 +0000 2023,1633243434726072323,1633243434726072323,"@chvse__ don't see your aguement here,napoli are on form inter might go to the quarter finals,milan beat a prem team yet serie a teams are doing bad?",False,"[9, 149]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6332429120487752e+18,1633242912048775168,7.946924286282752e+17,794692428628275200,chvse__,,,,,False,0,1,False,False,en,en,recent,1159266795729108994,1159266795729108994,Demxral🇲🇹 -15,Demxral,Malta,"@juventusfcen🖤🤍 @ParmaCalcio_en💛💙
@ScuderiaFerrari❤️🖤🏎CL16/CS55      

got this app as a joke now I'm addicted",,[],False,383,503,2,Thu Aug 08 00:55:17 +0000 2019,9695,,,True,False,8006,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1628899563762229248/qIPcpWre_normal.jpg,https://pbs.twimg.com/profile_images/1628899563762229248/qIPcpWre_normal.jpg,https://pbs.twimg.com/profile_banners/1159266795729108994/1676229058,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:03:15 +0000 2023,1633241932590731265,1633241932590731265,Ngl even Benfica go put for we home and away! Our only hope is to get drawn against Inter or AC Milan and even that is a 30/70 game in their favor. We need a new manager before the players return from international break.,False,"[0, 221]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,4,False,False,en,en,recent,1050121592255201297,1050121592255201297,Stifler,BOY__STIF,"Tema, Ghana",Football and Battle rap,,[],False,13187,3227,2,Wed Oct 10 20:31:12 +0000 2018,36186,,,False,False,31344,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1568542063188221953/pxW1WPP8_normal.jpg,https://pbs.twimg.com/profile_images/1568542063188221953/pxW1WPP8_normal.jpg,https://pbs.twimg.com/profile_banners/1050121592255201297/1665596396,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 23:02:04 +0000 2023,1633241633310527488,1633241633310527488,"Ex-Inter Milan Defender Fabio Galante: “Sad To See Skriniar Go, Inter Shouldn’t Regret Failing To Sign Bremer” https://t.co/jHTo3Ao0eA #IMInter #Nerazzurri #FCIM",False,"[0, 161]","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,,,,,False,3,0,False,False,en,en,recent,479858322,479858322,SempreInter.com,SempreIntercom,Worldwide,The World's No 1 news-site in English covering #InterMilan. Part of @OneFootball & Rocket Sports Network. RT ≠ endorsements. Email: nima@sempreinter.com,https://t.co/pB1VGcTR76,[],False,31675,1223,483,Tue Jan 31 21:10:22 +0000 2012,59508,,,True,False,273831,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1183899192290430976/13ZpN35G_normal.jpg,https://pbs.twimg.com/profile_images/1183899192290430976/13ZpN35G_normal.jpg,https://pbs.twimg.com/profile_banners/479858322/1520266344,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,[],,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/pB1VGcTR76', 'expanded_url': 'http://www.SempreInter.Com', 'display_url': 'SempreInter.Com', 'indices': [0, 23]}]",,,,,,,,,,,,
Tue Mar 07 22:59:55 +0000 2023,1633241091691675648,1633241091691675648,"@ZG1999_ Milan, Inter, Spurs, Benfica.. 

Stars aligning for us is what we need.",False,"[9, 80]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6332321798189056e+18,1633232179818905603,1.3929598545669038e+18,1392959854566903810,ZG1999_,,,,,False,0,0,False,False,en,en,recent,871441534083674112,871441534083674112,Shubham.,_ShuBhamCFC,"Mumbai, India",Shaped up in the era of the great Roman Abramovich..  #ThankYouTT,,[],False,2166,2551,8,Sun Jun 04 19:00:27 +0000 2017,343514,,,False,False,131862,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1319738038935670784/HGaVTUGy_normal.jpg,https://pbs.twimg.com/profile_images/1319738038935670784/HGaVTUGy_normal.jpg,https://pbs.twimg.com/profile_banners/871441534083674112/1539117130,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
