created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,quoted_status_id,quoted_status_id_str,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id
Fri Mar 03 13:27:11 +0000 2023,1631647410450575360,1631647410450575360,"Fingers crossed Arminia Bielefeld loses to Gladbach on Sunday with their U17 and Dortmund can manage to win both of their games against Hennef + Leverkusen.

Otherwise, Dortmund will be, once again, not in the final round of the U17 Bundesliga. The best place to develop.

#BVB",False,"[0, 277]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,,,0,57,False,False,,en,en,recent,1429793119495729156,1429793119495729156,J,scouting_bvb,Germany,Borussia Dortmund (unfortunately),,,[],False,2742,146,21,Mon Aug 23 13:10:25 +0000 2021,496,,,True,False,696,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632854934382166019/z8dDBnAf_normal.jpg,https://pbs.twimg.com/profile_images/1632854934382166019/z8dDBnAf_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thu Mar 02 22:06:02 +0000 2023,1631415596066668544,1631415596066668544,@kivi_97 Arminia Bielefeld,False,"[9, 26]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6313790514692178e+18,1631379051469217794,2572385428.0,2572385428,kivi_97,,,,,False,,,0,3,False,False,,en,en,recent,2463690059,2463690059,Lukas,sirotkin35_1905,,Arminia | Scuderia Ferrari | Sebastian Vettel | F1-Content: @Lukas_Formula1,,,[],False,443,1136,6,Sun Apr 06 01:13:47 +0000 2014,53582,,,True,False,18324,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1559927061719965703/Mcutd6kB_normal.jpg,https://pbs.twimg.com/profile_images/1559927061719965703/Mcutd6kB_normal.jpg,https://pbs.twimg.com/profile_banners/2463690059/1669413360,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thu Mar 02 14:14:35 +0000 2023,1631296949390376960,1631296949390376960,Arminia Bielefeld,False,"[0, 17]","<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>",,,,,,,,,,False,,,0,0,False,False,,en,en,recent,1361989735976173569,1361989735976173569,Who Does GoonerCheema Support Now?,CheemaSupporter,,,,,[],False,3,0,0,Wed Feb 17 10:44:00 +0000 2021,0,,,False,False,17016,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1362057318473617416/DuFz11-Q_normal.jpg,https://pbs.twimg.com/profile_images/1362057318473617416/DuFz11-Q_normal.jpg,https://pbs.twimg.com/profile_banners/1361989735976173569/1613646712,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 01 19:21:00 +0000 2023,1631011672679645184,1631011672679645184,@Zidanullneun Arminia Bielefeld,False,"[14, 31]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6305782387192463e+18,1630578238719246337,1.5411097242587013e+18,1541109724258701312,Zidanullneun,,,,,False,,,0,1,False,False,,en,en,recent,1475812026773647361,1475812026773647361,Finn,finnvfl_1900,"Gütersloh, Nordrhein-Westfalen","𝖁𝖋𝕷 𝕭𝖔𝖗𝖚𝖘𝖘𝖎𝖆 𝕸ö𝖓𝖈𝖍𝖊𝖓𝖌𝖑𝖆𝖉𝖇𝖆𝖈𝖍 ⚫️⚪️🟢
18",,,[],False,100,227,0,Tue Dec 28 12:53:11 +0000 2021,24663,,,False,False,710,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1595890101179092996/gd2W1SnN_normal.jpg,https://pbs.twimg.com/profile_images/1595890101179092996/gd2W1SnN_normal.jpg,https://pbs.twimg.com/profile_banners/1475812026773647361/1669381029,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 01 14:14:08 +0000 2023,1630934446764351489,1630934446764351489,"@StokeyyG2 Favourite team from each country 
🏴󠁧󠁢󠁥󠁮󠁧󠁿 : Manchester United
🇪🇸 : Malaga
🇮🇹 : AC Milan
🇫🇷 : RC Strasbourg
🇩🇪 : Arminia Bielefeld
🇳🇱 : Sparta Rotterdam
🇵🇹 : Benfica",False,"[11, 175]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6306087524276388e+18,1630608752427638790,1.303026765737218e+18,1303026765737218049,StokeyyG2,,,,,False,,,0,2,False,False,,en,en,recent,1270678264495947776,1270678264495947776,Комар,darthsandwich96,"Краків, Польща","Zakerzonets 🇺🇦,
@DynamoAbroad co-host,
Tweeting in 🇺🇦/🇵🇱/🇬🇧,
@ManUtd and @DynamoKyiv",,,[],False,50,799,0,Wed Jun 10 11:24:49 +0000 2020,498,,,False,False,70,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1525231932539392000/-3Pl3cqs_normal.jpg,https://pbs.twimg.com/profile_images/1525231932539392000/-3Pl3cqs_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 01 13:12:33 +0000 2023,1630918950333677568,1630918950333677568,"@xhooper88 No, but shirt &amp; sleeve sponsors for the 2021 calendar year are. 

The only club to play in the top flight during that year (2020-21 &amp; 2021-22 season) who earned less than Union was Arminia Bielefeld",False,"[11, 217]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6309157946905313e+18,1630915794690531330,1.2804560002569257e+18,1280456000256925697,xhooper88,,,,,False,,,0,1,False,False,,en,en,recent,1267098120112013313,1267098120112013313,Adam Khan,XxAdamKhanxX,,German Football Consultant | Founder of the German Football Newsletter I Lead video scout for @fcdinamotbilisi I DMs open 📥,https://t.co/t6EGiJQTlf,"[{'url': 'https://t.co/t6EGiJQTlf', 'expanded_url': 'https://adamfc5.substack.com/?utm_source=substack&utm_medium=web&utm_campaign=substack_profile', 'display_url': 'adamfc5.substack.com/?utm_source=su…', 'indices': [0, 23]}]",[],False,1709,361,42,Sun May 31 14:18:41 +0000 2020,3009,,,False,False,4162,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1511069653178671106/pk4Qmb-1_normal.jpg,https://pbs.twimg.com/profile_images/1511069653178671106/pk4Qmb-1_normal.jpg,https://pbs.twimg.com/profile_banners/1267098120112013313/1601655335,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 01 08:51:45 +0000 2023,1630853316581249024,1630853316581249024,George bello - arminia bielefeld https://t.co/RKnq2ZzMiO,False,"[0, 32]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6308532701586883e+18,1630853270158688256,1.3022871010026865e+18,1302287101002686466,geniusENZO,,,,,False,,,0,0,False,False,False,en,en,recent,1302287101002686466,1302287101002686466,☻︎⁵,geniusENZO,MyZone ☻︎,"One hunnid' ♚

Enzo Fernandez to the world",https://t.co/mw4aYOM324,"[{'url': 'https://t.co/mw4aYOM324', 'expanded_url': 'https://www.youtube.com/channel/UCKCDq8C8KQ51WmgOlauprKA', 'display_url': 'youtube.com/channel/UCKCDq…', 'indices': [0, 23]}]",[],False,2209,159,0,Sat Sep 05 16:47:12 +0000 2020,16173,,,True,False,9358,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1631351538118545409/XwIoihqe_normal.jpg,https://pbs.twimg.com/profile_images/1631351538118545409/XwIoihqe_normal.jpg,https://pbs.twimg.com/profile_banners/1302287101002686466/1677779573,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 01 07:04:05 +0000 2023,1630826224955138048,1630826224955138048,"@StokeyyG2 🏴󠁧󠁢󠁥󠁮󠁧󠁿 : Chelsea FC
🇪🇸 : Real Betis
🇮🇹 : Torino
🇫🇷 : Lille
🇩🇪 : Arminia Bielefeld
🇳🇱 : Feyenoord
🇵🇹 : Sporting",False,"[11, 122]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6306087524276388e+18,1630608752427638790,1.303026765737218e+18,1303026765737218049,StokeyyG2,,,,,False,,,0,0,False,False,,en,en,recent,1580443085254922240,1580443085254922240,Michał Stachlewski,Majklangelo8,,,,,[],False,1,76,1,Thu Oct 13 06:19:40 +0000 2022,136,,,False,False,161,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1580443134479196162/fL0CjOdt_normal.png,https://pbs.twimg.com/profile_images/1580443134479196162/fL0CjOdt_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Feb 28 18:14:16 +0000 2023,1630632493572341786,1630632493572341786,"🏴󠁧󠁢󠁥󠁮󠁧󠁿 :Arsenal, also wolves
🇪🇸 :Real Madrid 
🇮🇹 :Atalanta 
🇫🇷 :Monaco
🇩🇪 :Arminia Bielefeld, 2nd tier of Germany football in a relegation fight lol
🇳🇱 : RKC waalwijk
🇵🇹 : Benfica https://t.co/gW36ISFH2j",False,"[0, 180]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,True,1.6306087524276388e+18,1630608752427638790,0,12,False,False,False,en,en,recent,898668369720770560,898668369720770560,Rupak,Rup4kC,"Charlotte, NC",,,,[],False,615,147,0,Fri Aug 18 22:10:10 +0000 2017,3568,,,False,False,10230,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1632158207178162184/i3wOcHQw_normal.jpg,https://pbs.twimg.com/profile_images/1632158207178162184/i3wOcHQw_normal.jpg,https://pbs.twimg.com/profile_banners/898668369720770560/1677716268,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Tue Feb 28 16:39:56 +0000 2023,1.6306087524276388e+18,1630608752427638790,"Favourite team from each country 
🏴󠁧󠁢󠁥󠁮󠁧󠁿 :
🇪🇸 :
🇮🇹 :
🇫🇷 :
🇩🇪 :
🇳🇱 :
🇵🇹 :",False,"[0, 73]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.303026765737218e+18,1303026765737218049,george,StokeyyG2,send me tweets to nab,📩 My Business Email: stokeyenquiries@gmail.com | drop my second account a follow! @StokeyyFC,https://t.co/I1D0FXgaYN,"[{'url': 'https://t.co/I1D0FXgaYN', 'expanded_url': 'https://linktr.ee/stokeyyg2', 'display_url': 'linktr.ee/stokeyyg2', 'indices': [0, 23]}]",[],False,331421.0,3802.0,530.0,Mon Sep 07 17:46:15 +0000 2020,73184.0,,,True,False,50294.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1565722268738748416/4FWACDQs_normal.jpg,https://pbs.twimg.com/profile_images/1565722268738748416/4FWACDQs_normal.jpg,https://pbs.twimg.com/profile_banners/1303026765737218049/1653306587,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,298.0,17005.0,False,False,,en,,,,,,,,,,,
Tue Feb 28 17:18:10 +0000 2023,1630618374630785046,1630618374630785046,"@StokeyyG2 Tottenham 
Real Madrid
Juventus
Marseille
Arminia bielefeld
Young boys 
Sporting",False,"[11, 91]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6306087524276388e+18,1630608752427638790,1.303026765737218e+18,1303026765737218049,StokeyyG2,,,,,False,,,0,1,False,False,,en,en,recent,1557302027272814594,1557302027272814594,HONEST TOTNUM FAN #EnicOut #LevyOut,krTHFCC,,had a bio but @spursofficial bottled it,,,[],False,477,691,0,Wed Aug 10 09:45:21 +0000 2022,34899,,,True,False,4899,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1620559899712167937/5tSqCDuq_normal.jpg,https://pbs.twimg.com/profile_images/1620559899712167937/5tSqCDuq_normal.jpg,https://pbs.twimg.com/profile_banners/1557302027272814594/1674316606,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Feb 28 03:20:36 +0000 2023,1630407592559124480,1630407592559124480,The Fire should inquire about #USMNT left back George Bello who hasn’t settled in Germany for Arminia Bielefeld. They are near the bottom in Bundesliga 2 and Bello has only started 5 matches…still only 21yrs old #cf97,False,"[0, 217]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,1,28,False,False,,en,en,recent,1017069514255683584,1017069514255683584,Chicago Fire Soccer Talk,ChiFireSocTalk,"Chicago, IL",All things Chicago Fire | One Day the Fandom and suffering will all be worth it | #cf97 STH,,,[],False,680,293,8,Wed Jul 11 15:34:03 +0000 2018,6155,,,True,False,2713,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1017070051097305088/RXjDlu1G_normal.jpg,https://pbs.twimg.com/profile_images/1017070051097305088/RXjDlu1G_normal.jpg,https://pbs.twimg.com/profile_banners/1017069514255683584/1677954684,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Feb 28 02:38:17 +0000 2023,1630396944144031746,1630396944144031746,@FightHaven This is from a German football club Arminia Bielefeld and those are hooligans in the Netherlands actually for a pre season test game lol,False,"[12, 148]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6300853189375754e+18,1630085318937575430,3939574932.0,3939574932,FightHaven,,,,,False,,,0,0,False,False,,en,en,recent,1536741057454555141,1536741057454555141,MJ🫀🥋 🦅,transcendentmax,Germany,"therefore I tell you, whatever you ask for in prayer, believe that you have received it and it will be yours 🧩💎",,,[],False,10,88,1,Tue Jun 14 16:03:30 +0000 2022,861,,,False,False,301,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1633127281601261570/mqBsTUmG_normal.jpg,https://pbs.twimg.com/profile_images/1633127281601261570/mqBsTUmG_normal.jpg,https://pbs.twimg.com/profile_banners/1536741057454555141/1678202872,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Feb 28 02:34:15 +0000 2023,1630395927444746243,1630395927444746243,Stefan Schimmer scored the only goal of the game as Heidenheim beat Arminia Bielefeld 1-0 to keep them firmly in the running for promotion. #DSCFCH https://t.co/84wknV7c0m,False,"[0, 147]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,,,0,0,False,False,False,en,en,recent,1704390240,1704390240,Football24/7,foet247europa,,,,,[],False,1234,265,29,Tue Aug 27 11:14:18 +0000 2013,6715,,,False,False,89446,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1364150620362584065/aCBpn5pM_normal.jpg,https://pbs.twimg.com/profile_images/1364150620362584065/aCBpn5pM_normal.jpg,https://pbs.twimg.com/profile_banners/1704390240/1447635338,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Feb 27 22:12:33 +0000 2023,1630330068995022849,1630330068995022849,"FC Groningen🇳🇱 v Arminia Bielefeld🇩🇪 back in 2020 💥@ukcasuals2 
#groningen #fcgroningen #bielefeld #arminiabielefeld #hooligans https://t.co/VrBOaSZm5M",False,"[0, 127]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,0,0,False,False,True,en,en,recent,1269756621762301959,1269756621762301959,Casual American,CasualAmerican1,"Lynn, MA",Football loving yank who shares football hooligan fashion.laboring in obscurity on Instagram and FB 5/19 #NERevs,https://t.co/C6dBX3kSTF,"[{'url': 'https://t.co/C6dBX3kSTF', 'expanded_url': 'http://ukcasuals.weebly.com', 'display_url': 'ukcasuals.weebly.com', 'indices': [0, 23]}]",[],False,421,1023,3,Sun Jun 07 22:22:36 +0000 2020,3564,,,True,False,2158,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1269756764221845507/GXth7CTL_normal.jpg,https://pbs.twimg.com/profile_images/1269756764221845507/GXth7CTL_normal.jpg,https://pbs.twimg.com/profile_banners/1269756621762301959/1591574548,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e711c16431907f4,https://api.twitter.com/1.1/geo/id/3e711c16431907f4.json,city,Lynn,"Lynn, MA",US,United States,[],Polygon,"[[[-71.01153, 42.444954], [-70.92218, 42.444954], [-70.92218, 42.51252], [-71.01153, 42.51252]]]",1.6303300689950228e+18
Mon Feb 27 20:52:07 +0000 2023,1630309827263037442,1630309827263037442,FC Groningen🇳🇱 v Arminia Bielefeld🇩🇪 back in 2020 💥 https://t.co/FgLe5XGX5X,False,"[0, 51]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,187,1786,False,False,False,en,en,recent,2223259404,2223259404,𝐂𝐚𝐬𝐮𝐚𝐥 𝐔𝐥𝐭𝐫𝐚 𝐎𝐟𝐟𝐢𝐜𝐢𝐚𝐥,thecasualultra,On the stands,"💎 ꜱɪɴᴄᴇ 2012  
👟 ʟɪᴠᴇ ᴛʜᴇ ᴄᴀꜱᴜᴀʟ ʟɪꜰᴇ! 
✉️ 𝙳𝙼 𝚄𝚂 𝙵𝙾𝚁 𝙱𝚄𝚂𝙸𝙽𝙴𝚂𝚂 𝙸𝙽𝚀𝚄𝙸𝚁𝙸𝙴𝚂",https://t.co/CoS6XXC8FK,"[{'url': 'https://t.co/CoS6XXC8FK', 'expanded_url': 'https://www.instagram.com/thecasualultra/', 'display_url': 'instagram.com/thecasualultra/', 'indices': [0, 23]}]",[],False,180737,252,388,Sat Nov 30 15:13:38 +0000 2013,990,,,False,False,14344,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/736106545453268992/JaAm6wDO_normal.jpg,https://pbs.twimg.com/profile_images/736106545453268992/JaAm6wDO_normal.jpg,https://pbs.twimg.com/profile_banners/2223259404/1573159926,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Feb 27 15:42:41 +0000 2023,1630231957979246593,1630231957979246593,"My Arminia Bielefeld theory: the better the home kit, the worse the team

(This year’s kit is the best in the league, imo)",False,"[0, 122]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,,,0,2,False,False,,en,en,recent,964199828275253248,964199828275253248,Louis Ostrowski,ostrl,"England, United Kingdom",2. Bundesliga fan. Kit nerd. Pretend Osnabrücker. Sometimes writes for @Bundesliga4u. #trikotoftheday,,,[],False,1081,1843,18,Thu Feb 15 18:08:47 +0000 2018,21169,,,True,False,8514,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1580676917115625495/pJWhiP-3_normal.jpg,https://pbs.twimg.com/profile_images/1580676917115625495/pJWhiP-3_normal.jpg,https://pbs.twimg.com/profile_banners/964199828275253248/1677964493,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Feb 27 14:56:29 +0000 2023,1630220332568133632,1630220332568133632,"#2BUNDESLIGA: the points were shared in Saturday night’s Topspiel as 2nd-place @HSV_English drew 1-1 at leaders @sv98.

That means that @FCH1846's 1-0 win away at Arminia Bielefeld on Sunday brought them to within 2 points of the automatic promotion places.",False,"[0, 257]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6302203306303652e+18,1630220330630365185,1.2597948869555896e+18,1259794886955589633,BeyondFussball,,,,,False,,,0,1,False,False,,en,en,recent,1259794886955589633,1259794886955589633,BUNDESLIGA & BEYOND...,BeyondFussball,Germany,"Authentic German football culture - the Bundesliga, but also beyond into the regional leagues, and beyond the football itself into fan culture, politics & more.",,,[],False,1201,498,27,Mon May 11 10:38:12 +0000 2020,513,,,True,False,2735,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1259856316765474819/J1q5B9CX_normal.jpg,https://pbs.twimg.com/profile_images/1259856316765474819/J1q5B9CX_normal.jpg,https://pbs.twimg.com/profile_banners/1259794886955589633/1589209522,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Feb 27 11:14:51 +0000 2023,1630164554268262403,1630164554268262403,"@CarlosdaGlria1 @FightHaven ""This is a fight between football/soccer supporters of FC Groningen and German football club DSC Arminia Bielefeld.""

Also this is a fight between savage animals. The type who stab people, burn ppl's faces with acid. Scum of the Earth.

Thanks for the info none the less.",False,"[28, 299]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6301495660234957e+18,1630149566023495681,1.2418466148950098e+18,1241846614895009795,CarlosdaGlria1,,,,,False,,,0,0,False,False,,en,en,recent,1517073913838293000,1517073913838293000,Epistemology,ygolometsipe,,,,,[],False,27,177,2,Thu Apr 21 09:37:04 +0000 2022,4551,,,False,False,4760,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1562076761050972160/mFYQQwGM_normal.jpg,https://pbs.twimg.com/profile_images/1562076761050972160/mFYQQwGM_normal.jpg,https://pbs.twimg.com/profile_banners/1517073913838293000/1664834667,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
