created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.withheld_in_countries,possibly_sensitive,user.entities.url.urls,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.user.withheld_in_countries,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place.tweet_id,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str
Tue Mar 07 09:00:49 +0000 2023,1633029925421608961,1633029925421608961,"- Winning the Mickey Mouse cup at home (London)
- Rashford's 10 good games out of the 400 he has played
- Defeating Bankruptalona, Omonia and Sheriff at home. 2nd in group only behind the mighty Real M̶a̶d̶r̶i̶d̶ Sociedad.
- The hype on Lisandro Martinez, Varane ;)",False,"[0, 265]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1495717708255608837,1495717708255608837,Billy rainbow,tworiversrainb1,,,,[],False,115,227,0,Mon Feb 21 11:11:32 +0000 2022,1843,,,False,False,2001,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1575246126583844886/v8JwuSvG_normal.jpg,https://pbs.twimg.com/profile_images/1575246126583844886/v8JwuSvG_normal.jpg,https://pbs.twimg.com/profile_banners/1495717708255608837/1664402918,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 08:59:58 +0000 2023,1633029713911336960,1633029713911336960,"9. Martin Ødegaard was an outcast at Madrid, where he had spent a nomadic career at Heerenveen, Vitesse and Real Sociedad before a short loan at Arsenal. In seven seasons with Madrid he made three LaLiga starts. This is his first full season at Arsenal.",False,"[0, 253]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6330297113821594e+18,1633029711382159360,256441366.0,256441366,Matt5cott,,,,,False,0,1,False,False,en,en,recent,256441366,256441366,Matt Scott,Matt5cott,🔴⚪️,Footballing man’s thinker.,,[],False,23825,1648,556,Wed Feb 23 10:03:53 +0000 2011,14142,,,False,False,27217,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1566377956313817089/U5GLAGMl_normal.jpg,https://pbs.twimg.com/profile_images/1566377956313817089/U5GLAGMl_normal.jpg,https://pbs.twimg.com/profile_banners/256441366/1447231868,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 08:58:50 +0000 2023,1633029427725565952,1633029427725565952,"@EuropaLeague Union Berlin
Leverkusen will be shocked
Arsenal going tru
Real Sociedad 
Fernerbahce
Juventus
Man utd
Feyenoord will be oppressed",False,"[14, 143]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6326819284355932e+18,1632681928435593219,789605024.0,789605024,EuropaLeague,,,,,False,0,0,False,False,en,en,recent,1542116084,1542116084,Real Kelz,Chinonso_kelly,"Lagos, Nigeria",Majestic,,[],False,59,193,2,Mon Jun 24 00:03:32 +0000 2013,270,,,False,False,259,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1537948010788683783/Fy84xFkZ_normal.jpg,https://pbs.twimg.com/profile_images/1537948010788683783/Fy84xFkZ_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 08:54:47 +0000 2023,1633028410044809218,1633028410044809218,@Gidtobar Real sociedad I believe or Betis I don’t know for sure,False,"[10, 64]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6330279566991688e+18,1633027956699168768,1.0178024946621112e+18,1017802494662111232,Gidtobar,,,,,False,0,1,False,False,en,en,recent,815180747984269312,815180747984269312,ot.stan 😌,stanlee_ot,Earth,"fc Barcelona’s first son. Messi biggest lover and now brother to pedri, hit the follow bottom already ❤️💙",,[],False,369,426,0,Sat Dec 31 13:00:10 +0000 2016,13447,,,False,False,7403,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1604547596403580929/sh8HctbA_normal.jpg,https://pbs.twimg.com/profile_images/1604547596403580929/sh8HctbA_normal.jpg,https://pbs.twimg.com/profile_banners/815180747984269312/1585146957,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 08:25:03 +0000 2023,1633020925225361408,1633020925225361408,"AS Roma vs Real Sociedad Prediction (UEFA Europa League 17:45 9/3) 1X2, Handicap, O/U | Betimate

#betimate #betimatetips #footballprediction #asroma #realsociedad #betimateprediction

Claim Tips &amp; Stats Now: https://t.co/zQ9CiEf5KL https://t.co/5tDjgPhTK9",False,"[0, 236]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1242299527723245569,1242299527723245569,Betimate - Football Tips,betimate,"Hanoi, VietNam","Betimate - The Leading Football Prediction, Betimate and Statistics Website.
Website: https://t.co/y34seub0xc
Email: info@https://t.co/y34seub0xc",https://t.co/mJBpk9ngWk,"[{'url': 'https://t.co/y34seub0xc', 'expanded_url': 'http://betimate.com', 'display_url': 'betimate.com', 'indices': [86, 109]}]",False,35,13,0,Tue Mar 24 03:57:55 +0000 2020,51,,,False,False,519,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1590563474429464576/mqA9ItZu_normal.jpg,https://pbs.twimg.com/profile_images/1590563474429464576/mqA9ItZu_normal.jpg,https://pbs.twimg.com/profile_banners/1242299527723245569/1668054860,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/mJBpk9ngWk', 'expanded_url': 'https://betimate.com', 'display_url': 'betimate.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 08:15:49 +0000 2023,1633018602759528449,1633018602759528449,"@Sid420Pandit @xOluwaseyi Which proper goal has Raphina scored ?
Even though his goals are lifeline goals..
Remember Dembele also scored the only goals against Atletico Madrid which we haven’t done in years,scored the only goal against Real sociedad,and mind you if Dembele was in both legs against Man U.",False,"[26, 305]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.632769890590548e+18,1632769890590547969,1.2220837693450322e+18,1222083769345032192,Sid420Pandit,,,,,False,0,0,False,False,en,en,recent,1731096061,1731096061,Hamza 🇬🇭🦁,hamzahadam_,Ghana,Allah always || ||🇬🇭|| Africa 🌍|| Ghana🇬🇭|| KwesiArthur_🇬🇭|| Barcelona,,[],False,121,65,0,Thu Sep 05 06:47:05 +0000 2013,30956,,,False,False,1094,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1339723265674256384/GwiaTDZa_normal.jpg,https://pbs.twimg.com/profile_images/1339723265674256384/GwiaTDZa_normal.jpg,https://pbs.twimg.com/profile_banners/1731096061/1597797396,FF691F,000000,000000,000000,False,True,False,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 08:15:25 +0000 2023,1633018500900896768,1633018500900896768,"@sP_cule @UnitedStandMUFC Betis isn't all that. We've taken down better teams, than them. Barcelona, Real Sociedad. We really need to make a statement in that game.",False,"[26, 164]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.6330100656105062e+18,1633010065610506241,9.042456518897295e+17,904245651889729541,sP_cule,,,,,False,0,0,False,False,en,en,recent,1511638335898411011,1511638335898411011,Football 360° ,eFootball360,,"Timing is everything 🕐

catch 

#F360fixturelist daily",,[],False,12,282,0,Wed Apr 06 09:34:23 +0000 2022,217,,,False,False,911,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1542828652643115008/2Q-RFnYr_normal.jpg,https://pbs.twimg.com/profile_images/1542828652643115008/2Q-RFnYr_normal.jpg,https://pbs.twimg.com/profile_banners/1511638335898411011/1656674303,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 08:01:03 +0000 2023,1633014885737979904,1633014885737979904,"Abraham, El Shaarawy and Llorente predicted to start vs Real Sociedad https://t.co/K0WTfd8VUC",False,"[0, 93]","<a href=""http://publicize.wp.com/"" rel=""nofollow"">Jetpack.com</a>",,,,,,,,,,False,7,129,False,False,en,en,recent,1020947527,1020947527,RomaPress,ASRomaPress,Italy,"The official page of https://t.co/jBGwlZnhbr. The place for Roma news, exclusive interviews, and more. Member of the @OneFootball network.",https://t.co/uNVrxj1tpT,"[{'url': 'https://t.co/jBGwlZnhbr', 'expanded_url': 'http://RomaPress.net', 'display_url': 'RomaPress.net', 'indices': [21, 44]}]",False,35275,414,381,Wed Dec 19 00:05:33 +0000 2012,6420,,,True,False,42947,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1438937044974194689/j9Aa8I0c_normal.jpg,https://pbs.twimg.com/profile_images/1438937044974194689/j9Aa8I0c_normal.jpg,https://pbs.twimg.com/profile_banners/1020947527/1645377704,009999,EEEEEE,EFEFEF,333333,True,True,False,False,False,False,False,none,[],False,"[{'url': 'https://t.co/uNVrxj1tpT', 'expanded_url': 'http://www.RomaPress.net', 'display_url': 'RomaPress.net', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 07:59:27 +0000 2023,1633014484704059392,1633014484704059392,That draw vs Girona And Real Sociedad got me this way 😂😂 https://t.co/9alFw4YM7S,False,"[0, 56]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,True,0,0,False,False,en,en,recent,1428259357859487748,1428259357859487748,Timmy🖤,BIGTIM_OF_RMA,,#AncelottiOut,,[],False,249,246,1,Thu Aug 19 07:35:59 +0000 2021,1929,,,False,False,10478,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1620331006103257088/ex0sO33P_normal.jpg,https://pbs.twimg.com/profile_images/1620331006103257088/ex0sO33P_normal.jpg,https://pbs.twimg.com/profile_banners/1428259357859487748/1675611175,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,,1.6326685505056686e+18,1632668550505668608,Mon Mar 06 09:04:50 +0000 2023,1.6326685505056686e+18,1632668550505668608,So painful 💔💔 https://t.co/wZxbosQC6U,False,"[0, 37]",en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.4623877424914268e+18,1462387742491426817,𝓒𝓐𝓢𝓔 🇶🇦,UTDballer18,🇳🇬,• @manutd • @MarcusRashford • 𝗜 𝗼𝗻𝗹𝘆 𝘀𝗽𝗲𝗮𝗸 𝗳𝗮𝗰𝘁s •,,,[],False,1012.0,678.0,1.0,Sun Nov 21 11:50:04 +0000 2021,14990.0,,,False,False,17722.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1623816218166566913/XhOpEw_z_normal.jpg,https://pbs.twimg.com/profile_images/1623816218166566913/XhOpEw_z_normal.jpg,https://pbs.twimg.com/profile_banners/1462387742491426817/1677485843,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,False,0.0,13.0,False,False,False,en,,,,,,,,,,,,,
Tue Mar 07 07:13:14 +0000 2023,1633002853051641857,1633002853051641857,"In-form Arsenal have been drawn in group A in the 2022/2023 UEFA Europa League alongside Dutch side PSV Eindhoven, Bodo/Glimt from Norway and Swiss team FC Zurich.

While Manchester United will face Spanish side https://t.co/1pOVE4pqvb",False,"[0, 235]","<a href=""https://revive.social/"" rel=""nofollow"">Revive Social App</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1051169745813364736,1051169745813364736,The Athletic NG,TheAthleticNG,Nigeria,Nigeria's premium sports platform,https://t.co/aSElk9CxlV,[],False,345,788,1,Sat Oct 13 17:56:11 +0000 2018,8754,,,True,False,2491,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1345391831543111681/CofRXpBx_normal.png,https://pbs.twimg.com/profile_images/1345391831543111681/CofRXpBx_normal.png,https://pbs.twimg.com/profile_banners/1051169745813364736/1604048385,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none,[],False,"[{'url': 'https://t.co/aSElk9CxlV', 'expanded_url': 'https://theathletic.com.ng', 'display_url': 'theathletic.com.ng', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 06:48:59 +0000 2023,1632996750062493698,1632996750062493698,All I remember is the celebration in the rain after his ridiculous free kick vs Real Sociedad,False,"[0, 93]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6329961816755036e+18,1632996181675503617,1.617674453298684e+18,1617674453298683907,FalIarbor,,,,,False,0,1,False,False,en,en,recent,1617674453298683907,1617674453298683907,🌧️,FalIarbor,,Andrés Cuccittini & Suárez enjoyer | | 🇦🇷🐐🇺🇾🦈,,[],False,87,151,2,Tue Jan 24 00:03:48 +0000 2023,4693,,,False,False,2039,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1631430479751544834/gfvL5F00_normal.jpg,https://pbs.twimg.com/profile_images/1631430479751544834/gfvL5F00_normal.jpg,https://pbs.twimg.com/profile_banners/1617674453298683907/1677798539,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 06:27:28 +0000 2023,1632991336482881536,1632991336482881536,"🎮#efootballPes2021🎮
------------------------------------ 
Robin Le Normand 🇪🇸 - Real Sociedad
------------------------------------
Download Free 👇👇
https://t.co/H1ghzm7Qsg
------------------------------------
#pes2020 #PES2021 https://t.co/nx3t2QtUsh",False,"[0, 226]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1,26,False,False,en,en,recent,1576459343821619200,1576459343821619200,HD Facemaker 🇻🇳,HDFacemaker,Việt Nam,"FB: https://t.co/MXqXWtdtzk       
IG: https://t.co/p2nNo34YaJ
Donate: https://t.co/U5ua1WSyFp
https://t.co/eXUvs3CW9F",https://t.co/enupY3BlVG,"[{'url': 'https://t.co/MXqXWtdtzk', 'expanded_url': 'http://facebook.com/HDFacemaker', 'display_url': 'facebook.com/HDFacemaker', 'indices': [4, 27]}, {'url': 'https://t.co/p2nNo34YaJ', 'expanded_url': 'http://instagram.com/HDFacemaker', 'display_url': 'instagram.com/HDFacemaker', 'indices': [39, 62]}, {'url': 'https://t.co/U5ua1WSyFp', 'expanded_url': 'http://buymeacoffee.com/hdfacemaker', 'display_url': 'buymeacoffee.com/hdfacemaker', 'indices': [71, 94]}, {'url': 'https://t.co/eXUvs3CW9F', 'expanded_url': 'https://www.paypal.com/paypalme/hoduyet', 'display_url': 'paypal.com/paypalme/hoduy…', 'indices': [95, 118]}]",False,1237,65,2,Sun Oct 02 06:29:38 +0000 2022,140,,,False,False,140,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1595048191505756161/KM0yez2P_normal.jpg,https://pbs.twimg.com/profile_images/1595048191505756161/KM0yez2P_normal.jpg,https://pbs.twimg.com/profile_banners/1576459343821619200/1669124301,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,"[{'url': 'https://t.co/enupY3BlVG', 'expanded_url': 'https://hdfacemaker28.blogspot.com', 'display_url': 'hdfacemaker28.blogspot.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 04:52:35 +0000 2023,1632967457240481792,1632967457240481792,"New Overtime Market Parlay
Paid: $100.000
Positions:
Chelsea - Borussia Dortmund @ 2 - 4.24
AS Roma - Real Sociedad @ 1 - 2.3
Manchester United - Real Betis @ 1 - 1.48
Potential profit: 1002 sUSD (1002%)",False,"[0, 203]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 04:52:35 +0000 2023,1632967456011550720,1632967456011550720,"New Overtime AMM position bought
AS Roma - Real Sociedad
Amount: 380.01998423517847
Paid: 167.305 sUSD
Position: AS Roma
Potential profit: 213 sUSD (127%)",False,"[0, 154]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 03:18:05 +0000 2023,1632943676430209024,1632943676430209024,"@UTDBelasi @eeerik1 @cgckoning @UTDTreyyyy @ESPNUK He’s right though, not scoring against  Real Sociedad at home is fkn amateurish, 1 pen doesn’t mean it’s over, not like they battered us 7-0 like Liverpool, could’ve easily turned that game around and won the group if we were good enough that game",False,"[51, 298]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.6328226613268111e+18,1632822661326811146,2515443129.0,2515443129,UTDBelasi,,,,,False,0,0,False,False,en,en,recent,1598778775419949065,1598778775419949065,The Batman Channel🌑🔴,The_Batman0319,"Stockholm, Sverige",”Why do we fall?…so we can learn to pick ourselves back up”,,[],False,195,157,0,Fri Dec 02 20:39:06 +0000 2022,3244,,,False,False,3223,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1628179734868656129/RmLIrf_Y_normal.jpg,https://pbs.twimg.com/profile_images/1628179734868656129/RmLIrf_Y_normal.jpg,https://pbs.twimg.com/profile_banners/1598778775419949065/1677024690,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 01:30:35 +0000 2023,1632916621198262273,1632916621198262273,"𝗡𝗘𝗫𝗧 𝗠𝗔𝗧𝗖𝗛

AS ROMA VS REAL SOCIEDAD 
Stadio Olimpico Roma 
Jumat, 10 Maret 2022
Kick Off : 00.45 WIB

𝐋𝐢𝐯𝐞 𝐕𝐢𝐝𝐢𝐨.𝐜𝐨𝐦

#nextmatch
#asroma
#sociedad
#romasociedad
#europaleague
#romaclubindonesia
#romaclubjatengdiy
#jatengdiygayeng https://t.co/udXOM1GzrJ",False,"[0, 230]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1488791670565240835,1488791670565240835,ROMA CLUB JATENG DIY,RCIJatengDIY,"Kota Semarang, Jawa Tengah",Account Official Twitter Roma Club Jateng DIY,,[],False,12,141,0,Wed Feb 02 08:29:40 +0000 2022,14,,,False,False,241,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1488792325359038467/MMXOh8uX_normal.jpg,https://pbs.twimg.com/profile_images/1488792325359038467/MMXOh8uX_normal.jpg,https://pbs.twimg.com/profile_banners/1488791670565240835/1643790768,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Mar 07 00:38:36 +0000 2023,1632903539830784000,1632903539830784000,"New Overtime AMM position bought
AS Roma - Real Sociedad
Amount: 41.73836443075003
Paid: 18.286 sUSD
Position: AS Roma
Potential profit: 23 sUSD (128%)",False,"[0, 151]","<a href=""https://google.com"" rel=""nofollow"">overtime-thales</a>",,,,,,,,,,False,0,0,False,False,en,en,recent,1547957461809737728,1547957461809737728,Thales Overtime AMM bot,overtime_amm,,Beep boop... I will be printing trades from @OvertimeMarkets AMM,https://t.co/zqKWW34LPc,[],False,176,2,3,Fri Jul 15 14:53:20 +0000 2022,1,,,False,False,106458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_images/1560557604643930117/dC1L2uNf_normal.jpg,https://pbs.twimg.com/profile_banners/1547957461809737728/1662587928,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],,"[{'url': 'https://t.co/zqKWW34LPc', 'expanded_url': 'https://overtimemarkets.xyz/#/markets', 'display_url': 'overtimemarkets.xyz/#/markets', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
